scientific_name,synonym,family,source_page_url,scrape_timestamp
Albizia ODORATISSIMA (L. f.) Benth.,Acacia lomatocarpa Dc. Acacia odoratissima (L.f.) Willd. Albizia micrantha B.Boivin Feuilleea od,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=13,2026-09-22T15:48:05.322185+00:00
Albizia PROCERA (Roxb.) Benth.,Albizia procera var. elata (Roxb.) Baker Albizia procera var. roxburghiana E.Fourn. Acacia elata V,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=13,2026-09-22T15:48:05.322185+00:00
Allamanda CATHARTICA L.,Allamanda aubletii Pohl Allamanda latifolia C.Presl Allamanda linnaei Pohl Allamanda salicifolia,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=13,2026-09-22T15:48:05.322185+00:00
Allium CEPA L.,Allium cepa var. aggregatum G.Don Allium cepa var. argenteum Alef.,Liliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=13,2026-09-22T15:48:05.322185+00:00
Allium SATIVUM L.,,Liliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=13,2026-09-22T15:48:05.322185+00:00
Ziziphus RUGOSA Lam.,Ziziphus glabra Roxb.,Rhamnaceae,https://mpbd.cu.ac.bd/plants.php?pageno=13,2026-09-22T15:48:05.322185+00:00
Zizyphus oenoplia Mill.,Rhamnus oenopolia L.,Rhamnaceae,https://mpbd.cu.ac.bd/plants.php?pageno=13,2026-09-22T15:48:05.322185+00:00
Ziziphus jujuba Mill.,Zizyphus mauritiana Lamk. Rhamnus jujuba L. Rhamnus zizyphus L. Ziziphus sativa Gaertn.,Rhamnaceae,https://mpbd.cu.ac.bd/plants.php?pageno=13,2026-09-22T15:48:05.322185+00:00
Zingiber ZERUMBET (L.) Roscoe ex Sm.,Amomum zerumbet L. Cardamomum spurium (J.Koenig) Kuntze Dieterichia lampujang Giseke Zerumbet zin,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=13,2026-09-22T15:48:05.322185+00:00
Zingiber OFFICINALE Rose.,Amomum zingiber L. Curcuma longifolia Wall. Zingiber missionis Wall.,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=14,2026-09-22T15:48:06.853695+00:00
Zingiber MONTANUM (Koenig) Dietrich.,Amomum montanum J.Koenig Cassumunar roxburghii Colla Zingiber cassumunar Roxb. Zingiber purpureu,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=14,2026-09-22T15:48:06.853695+00:00
Zeuxine STRATEUMATICA Schlechter.,Adenostylis emarginata Blume Neottia strateumatica (L.) R.Br. Zeuxine procumbens Blume Zeuxine ro,Orchidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=14,2026-09-22T15:48:06.853695+00:00
Zea MAYS L.,Mays vulgaris Ser. Zea alba Mill. Zea hirta Bonaf. Zea japonica Van Houtte Zea vulgaris Mill.,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=14,2026-09-22T15:48:06.853695+00:00
Zanthoxylum RHETSA (Roxb.) DC.,Fagara rhetsa Roxb. Tipalia limonella Dennst. Zanthoxylum oblongum Wall. Zanthoxylum budrunga (Ro,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=14,2026-09-22T15:48:06.853695+00:00
Zanthoxylum NITIDUM (Roxb.) DC.,Fagara nitida Roxb. Fagara hamiltoniana (Wall.) Engl. Zanthoxylum hamiltonianum Wall. ex Hook.f.,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=14,2026-09-22T15:48:06.853695+00:00
Zanonia INDICA L.,Juppia borneensis Merr. Zanonia indica var. indica,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=14,2026-09-22T15:48:06.853695+00:00
Xylyocarpus MOLUCCENSIS (Lam.) M.Roem.,Carapa moluccensis Lam. Carapa borneensis Becc. Carapa indica A.Juss. Granatum moluccense (Lam.),Meliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=14,2026-09-22T15:48:06.853695+00:00
Xylocarpus GRANATUM Koen.,Amoora salomoniensis C.DC. Carapa granatum (J.Koenig) Alston Granatum obovatum (Blume) Kuntze Xyl,Meliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=14,2026-09-22T15:48:06.853695+00:00
Tamilnadia uliginosa (Retz.) Tirveng. & Sastre,Xeromphis uliginosa (Retz.) Maheshw Randia uliginosa DC. Catunaregam uliginosa (Retz.) Sivar. Gar,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=14,2026-09-22T15:48:06.853695+00:00
Catunaregam spinosa (Thunb.) Tirveng.,Xeromphis spinosa (Thunb.) Keay Canthium chinense Pers. Gardenia spinosa Thunb. Narega coduva Raf,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=15,2026-09-22T15:48:08.385733+00:00
Xanthium strumarium L.,Xanthium indicum DC. Xanthium abyssinicum Wallr. Xanthium acerosum Greene Xanthium chinense Mill.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=15,2026-09-22T15:48:08.385733+00:00
Wrightia ARBOREA (Dennst.) Mabb.,Beaumontia wallichii (A.DC.) Walp. Periploca arborea Dennst. Hunteria eugeniifolia Wall. ex G.Don,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=15,2026-09-22T15:48:08.385733+00:00
Woodfordia FRUTICOSA (L.) Kurz.,Woodfordia floribunda Salisb. Woodfordia tomentosa Bedd. Lythrum fruitcosum L. Lythrum hunteri DC.,Lythraceae,https://mpbd.cu.ac.bd/plants.php?pageno=15,2026-09-22T15:48:08.385733+00:00
Withania SOMNIFERA (L.) Dunal.,Physalis somnifera L. Withania kansuensis Kuang & A. M. Lu Withania microphysalis Suess.,Solanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=15,2026-09-22T15:48:08.385733+00:00
Wikstroemia INDICA (L.) C.A. Mey.,Wikstroemia purpurata (L.) Druce Wikstroemia rotundifolia (L. f.) C.A. Mey. Wikstroemia subcoriace,Thymelaeaceae,https://mpbd.cu.ac.bd/plants.php?pageno=15,2026-09-22T15:48:08.385733+00:00
Sphagneticola calendulacea (L.) Pruski.,Wedelia chinensis (Osbeck) Merr. Wedelia calendulacea Less. Complaya chinensis (Osbeck) Strother,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=15,2026-09-22T15:48:08.385733+00:00
Dregea volubilis (L.f.) Benth. ex Hook.f.,Wattakaka volubilis (L. f.) Stapf. Asclepias volubilis L.f. Dregea volubilis (L.f.) Benth.ex Hook,Asclepiadaceae,https://mpbd.cu.ac.bd/plants.php?pageno=15,2026-09-22T15:48:08.385733+00:00
Vitis PENTAGONA (Roxb.) Lawson.,Cissus pentagona Roxb. Vitis kelungensis Momiy. Vitis lanata Roxb. Vitis quinquangularis Rehder.,Vitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=15,2026-09-22T15:48:08.385733+00:00
Vitex TRIFOLIA L. f.,Vitex bicolor Willd. Vitex indica Mill. Vitex paniculata Lam. Vitex triphylla Royle.,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=15,2026-09-22T15:48:08.385733+00:00
Vitex pinnata L.,Vitex Pubescens Vahl. Pistaciovitex pinnata (L.) Kuntze Vitex arborea Roxb. Vitex inaequifolia T,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=16,2026-09-22T15:48:09.910184+00:00
Vitex PEDUNCULARIS Wall.,Vitex alata Roxb. Vitex peduncularis var. roxburghiana C.B.Clarke Vitex peduncularis f. roxburghia,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=16,2026-09-22T15:48:09.910184+00:00
Vitex NEGUNDO L.,Vitex arborea Desf. Vitex chinensis Mill. Vitex incisa Lam. Vitex sinuata Medik.,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=16,2026-09-22T15:48:09.910184+00:00
Viscum cruciatum Sieber ex Boiss.,Viscum orientale Willd. Viscum verticillatum Roxb.,Loranthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=16,2026-09-22T15:48:09.910184+00:00
Vigna UNGUICULATA (L.) Walp.,Vigna sinensis (L.) Savi ex Hassk. Dolichos catjang L. Dolichos sinensis L. Phaseolus sphaerosper,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=16,2026-09-22T15:48:09.910184+00:00
Vigna RADIATA (L.) Wilczek.,Azukia radiata (L.) Ohwi Phaseolus hirtus Retz. Phaseolus radiatus L. Rudua aurea (Roxb.) F.Maek.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=16,2026-09-22T15:48:09.910184+00:00
Vigna MUNGO (L.) Hepper,Azukia mungo (L.) Masam. Phaseolus hernandezii Savi Phaseolus mungo L.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=16,2026-09-22T15:48:09.910184+00:00
Chrysopogon zizanioides (L.) Roberty.,Vetiveria zizanioides (L.) Nash. Anatherum muricatum (Retz.) P.Beauv. Anatherum zizanioides (L.),Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=16,2026-09-22T15:48:09.910184+00:00
Vernonia PATULA (Dryand.) Merr.,Vernonia patula (Dryand.) Merr. Vernonia cinerea (Roxb.) Less. Bothriocline papuana O.Hoffm. Caca,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=16,2026-09-22T15:48:09.910184+00:00
Vanda TESSELLATA (Roxb.) Hook. ex G. Don.,Aerides tessellata (Roxb.) Wight ex Lindl. Cymbidium tessellatum (Roxb.) Sw. Epidendrum tessellat,Orchidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=16,2026-09-22T15:48:09.910184+00:00
Vallisneria SPIRALIS L.,Vallisneria aethiopica Fenzl Vallisneria micheliana Spreng. Vallisneria michelii Savi Vallisneria,Hydrocharitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=17,2026-09-22T15:48:11.437093+00:00
Uvaria HAMILTONII Hook. f. & Thom.,-,Annonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=17,2026-09-22T15:48:11.437093+00:00
Drimia indica (Roxb.) Jessop.,Urginea indica (Roxb.) Kunth. Albuca reflexa K.Krause & Dinter Drimia nagarjunae (Hemadri & Swahar,Liliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=17,2026-09-22T15:48:11.437093+00:00
Urena LOBATA L.,Urena americana L. Urena grandiflora DC. Urena reticulata Cav. Urena trilobata Vell. (Malvaceae),Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=17,2026-09-22T15:48:11.437093+00:00
Urena SINUATA L.,Urena lobata var. sinuata (L.) Miq. Urena lobata subsp. sinuata (L.) Borss. Waalk.,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=17,2026-09-22T15:48:11.437093+00:00
Uraria PICTA (Jacq.) DC.,Doodia picta Roxb. Hedysarum pictum Jacq. Uraria aphrodisiaca Welw. Uraria linearis Hassk.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=17,2026-09-22T15:48:11.437093+00:00
Uraria LAGOPODIOIDES (L.) DC.,Doodia lagopodioides Roxb. Hedysarum lagopoides Burm.f. Lespedeza lagopoides Pers. Uraria aequilobata Hosok.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=17,2026-09-22T15:48:11.437093+00:00
Typhonium TRILOBATUM (L.) Schott.,Arum auriculatum Sims Arum orixense Roxb. ex Andrews Dracunculus trilobatus (L.) Raf. Typhonium siamense Engl.,Araceae,https://mpbd.cu.ac.bd/plants.php?pageno=17,2026-09-22T15:48:11.437093+00:00
Typha ELEPHANTINA Roxb.,Typha elephantina var. schimperi (Rohrb.) Graebn. Typha latifolia subsp. maresii (Batt.) Batt. Typha maresii Batt. Typha schimperi Rohrb.,Typhaceae,https://mpbd.cu.ac.bd/plants.php?pageno=17,2026-09-22T15:48:11.437093+00:00
Tylophora INDICA (Burm.f.) Merr.,Tylophora asthmatica W. & A. Cynanchum indicum Burm.f.,Asclepiadaceae,https://mpbd.cu.ac.bd/plants.php?pageno=17,2026-09-22T15:48:11.437093+00:00
Triumfetta RHOMBOIDEA Jacq.,Triumfetta bartramia L. Triumfetta angulata Lam. Bartramia indica L. Bartramia rhombifolia Stokes Triumfetta glandulosa Lam. Triumfetta trilocularis Roxb.,Tiliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=18,2026-09-22T15:48:12.960155+00:00
Trigonella FOENUM-GRAECUM L.,Foenum-graecum officinale var. tibetanum Alef. Trigonella tibetana (Alef.) Vassilcz.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=18,2026-09-22T15:48:12.960155+00:00
Tridax PROCUMBENS L.,Balbisia canescens Rich. ex Pers. Balbisia divaricata Cass. Balbisia elongata Willd.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=18,2026-09-22T15:48:12.960155+00:00
Trichosanthes DIOICA Roxb.,-,Cucurbitaceae.,https://mpbd.cu.ac.bd/plants.php?pageno=18,2026-09-22T15:48:12.960155+00:00
Trichosanthes CUCUMERINA L.,Anguina cucumerina (L.) Kuntze Cucumis anguinus (L.) L. Involucraria anguina (L.) M.Roem. Trichosanthes anguina L.,Cucurbitaceae.,https://mpbd.cu.ac.bd/plants.php?pageno=18,2026-09-22T15:48:12.960155+00:00
Trichosanthes BRACTEATA (Lam.) Voigt.,Trichosanthes tricuspidata Lour. Trichosanthes palmata Roxb. Trichosanthes puber Blume,Cucurbitaceae.,https://mpbd.cu.ac.bd/plants.php?pageno=18,2026-09-22T15:48:12.960155+00:00
Tribulus TERRESTRIS L.,Tribulus lanuginosus L. Tribulus saharae A. Chev. Tribulus terrestris var. sericeus Andersson ex Svenson,Zygophyllaceae,https://mpbd.cu.ac.bd/plants.php?pageno=18,2026-09-22T15:48:12.960155+00:00
Trianthema PORTULACASTRUM L.,Portulacastrum monogynum (L.) Medik. Trianthema flexuosa Schumach. & Thonn. Trianthema monogyna L. Verbesina aquatica Noronha,Aizoaceae,https://mpbd.cu.ac.bd/plants.php?pageno=18,2026-09-22T15:48:12.960155+00:00
Mallotus polycarpus (Benth.) Kulju & Welzen.,Trewia nudiflora L. Trewia polycarpa Benth. Trewia nudiflora var. polycarpa (Benth.) Susila & N.P.Balakr,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=18,2026-09-22T15:48:12.960155+00:00
Trevesia PALMATA (Roxb. ex Lindl.) Vis.,Aralia dubia Spreng. Brassaiopsis papayoides Hand.-Mazz. Gastonia palmata Roxb. ex Lindl. Plerandra jatrophifolia Hance,Araliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=18,2026-09-22T15:48:12.960155+00:00
Trema ORIENTALIS (L.) Bl.,Celtis madagascariensis Bojer Celtis orientalis L. Sponia orientalis (L.) Decne. Trema africana Blume Trema amboinensis Auct non Bl.,Ulmaceae,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
Trapa natans var. bispinosa (Roxb.) Makino,Trapa bspinosa Roxb. T. natans L.,Trapaceae,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
Tragia INVOLUCRATA L.,Croton urens L. Tragia involucrata var. rheediana Müll.Arg.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
Torenia ASIATICA L.,Torenia glabra Osbeck.,Scrophulariaceae,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
Toona CILIATA J. Roem.,Cedrela toona Roxb. Cedrela microcarpa C.DC. Cedrela serrulata Miq. Toona microcarpa (C.DC.) Harms Toona mollis (Hand.-Mazz.) A. Chev.,Meliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
Toddalia ASIATICA (L.) Lam.,Toddalia aculeata Pers. Cranzia asiatica (L.) Kuntze Paullinia asiatica L. Toddalia angustifolia Lam.,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
Tinospora CRISPA Miers.,Menispermum crispum L. Tinospora gibbericaulis Hand.-Mazz. Tinospora mastersii Diels Tinospora thorelii Gagnep.,Menispermaceae,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
Tinospora sinensis (Lour.) Merr.,Tinospora cordifolia (Willd.) Miers Menispermum cordifolium Willd. Menispermum malabaricum Lam. Tinospora tomentosa (Colebr.) Hook. f. & Thomson.,Menispermaceae,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
Tiliacora racemosa Colebr.,Tiliacora acuminata Miers Menispermum acuminatum Lamk.,Menispermaceae,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
Thunbergia GRANDIFLORA (Roxb. ex Rottl.) Roxb.,Flemingia grandiflora Roxb. ex Rottl. Pleuremidis grandiflora (Roxb. ex Rottl.) Raf. Thunbergia chinensis Merr. Thunbergia cordifolia Nees.,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
Cascabela thevetia (L.) Lippold.,Thevetia peruviana (Pers.) K.Schum. Cascabela peruviana (Pers.) Raf. Cerbera thevetia L. Thevetia linearis A. DC. Thevetia neriifolia Juss. ex A.DC.,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
Thespesia POPULNEA (L.) Sol. ex Corr.,Abelmoschus acuminatus (Alef.) Müll.Berol Bupariti populnea (L.) Rothm. Hibiscus blumei Kuntze Malvaviscus populneus (L.) Gaertn. Thespesia macrophylla Blume.,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
Terminalia CITRINA Flaming.,Terminalia manii King.,Combretaceae,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
Terminalia CHEBULA Retz.,Buceras chebula (Retz.) Lyons Myrobalanus gangetica (Roxb.) Kostel. Terminalia acuta Walp. Terminalia reticulata Roth.,Combretaceae,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
Terminalia CATAPPA L.,Badamia commersonii Gaertn. Juglans catappa (L.) Lour. Terminalia badamia sensu Tul. Terminalia myrobalana Roth.,Combretaceae,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
Terminalia BILLIRICA (Gaertn.)Roxb.,Myrobalanus laurinoides (Teijsm. & Binn.) Kuntze Terminalia bellirica var. laurinoides (Teijsm. & Binn.) C.B. Clarke,Combretaceae,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
Terminalia ARJUNA (Roxb. ex DC.) Wight & Arn.,Pentaptera arjuna Roxb. ex DC.,Combretaceae,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
Tephrosia PURPUREA (L.) Pers.,Cracca purpurea L. Cracca purpurea L. Galega diffusa Roxb. Tephrosia diffusa (Roxb.) Wight & Arn.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
Tectona grandis L.f.,Jatus grandis (L.f.) Kuntze Tectona theca Lour. Theka grandis (L.f.) Lam.,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
Tamarix INDICA Willd.,Tamarix gallica Dyer. (non L.) Tamarix bengalensis B.R. Baum Tamarix epacroides Sm. Tamarix gallica var. indica (Willd.) Ehrenb. Tamarix troupii Hole,Tamaricaceae,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
